,base_of_brightest_echo,height_of_brightest_echo,brightest_ref,average_echo,average_echo_depth,mean_velocity,mean_Turbulence,lowest_elevation_ref,datetime
240,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 19:00:00
241,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 19:10:00
242,-1.0,-1.0,,,0.0,0.09906301844257581,1.0,-32.0,2021-08-05 19:20:00
243,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 19:30:00
244,0.2981673329325177,0.2981673329325177,5.0,5.0,0.0,0.0,1.0,5.0,2021-08-05 19:40:00
245,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 19:50:00
246,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 20:00:00
247,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 20:10:00
248,0.2981673329325177,0.2981673329325177,21.0,19.21684696547605,1.6100568704969307,0.0,1.0,21.0,2021-08-05 20:20:00
249,0.2981673329325177,0.2981673329325177,16.0,13.823328533677985,1.6100568704969307,0.12824173840471273,1.3821081276764906,16.0,2021-08-05 20:30:00
250,0.2981673329325177,1.9082242034294483,23.0,20.802657616349677,1.6100568704969307,0.10366316338799571,1.3638934295636858,21.0,2021-08-05 20:40:00
251,0.2981673329325177,0.2981673329325177,19.0,16.481739286685205,1.6100568704969307,0.08544191032379476,1.2630934292165281,19.0,2021-08-05 20:50:00
252,0.2981673329325177,1.9082242034294483,14.5,13.877178959898036,1.6100568704969307,0.09916830183709759,1.4159240484306508,13.0,2021-08-05 21:00:00
253,1.9082242034294483,1.9082242034294483,9.0,9.0,0.0,0.1472197084251309,1.2121421423052672,-32.0,2021-08-05 21:10:00
254,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 21:20:00
255,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 21:30:00
256,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 21:40:00
257,8.612631636739929,8.612631636739929,2.5,2.5,0.0,0.0,1.0,-32.0,2021-08-05 21:50:00
258,7.7491444458866825,7.7491444458866825,6.5,6.5,0.0,0.0,1.0,-32.0,2021-08-05 22:00:00
259,7.7491444458866825,7.7491444458866825,3.5,3.5,0.0,0.0,1.0,-32.0,2021-08-05 22:10:00
260,1.9082242034294483,7.7491444458866825,6.0,5.75719160794206,5.840920242457234,0.04324322898167057,1.0,-32.0,2021-08-05 22:20:00
261,0.2981673329325177,1.9082242034294483,12.0,8.505648178600328,1.6100568704969307,0.04324322898167057,1.0,7.5,2021-08-05 22:30:00
262,7.7491444458866825,7.7491444458866825,4.5,4.5,0.0,0.13072393827728782,1.0,-32.0,2021-08-05 22:40:00
263,7.7491444458866825,7.7491444458866825,4.0,4.0,0.0,0.06077778759058466,1.0,-32.0,2021-08-05 22:50:00
264,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 23:00:00
265,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 23:10:00
266,0.2981673329325177,0.2981673329325177,22.0,21.757191607942058,0.0,0.0,1.0,22.0,2021-08-05 23:20:00
267,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 23:30:00
268,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-05 23:40:00
269,0.2981673329325177,0.2981673329325177,24.5,20.2442252144758,0.0,0.0,1.0,21.0,2021-08-05 23:50:00
270,0.2981673329325177,1.9678530744839027,24.0,21.069755408018377,1.669685741551385,0.0,1.0,21.5,2021-08-06 00:00:00
271,0.4770672766412093,1.9082242034294483,30.5,26.526152971783592,1.6100568704969307,0.060765494636058105,1.3321776257861118,25.0,2021-08-06 00:10:00
272,0.2981673329325177,1.9082242034294483,21.0,18.997241174989462,1.6100568704969307,0.06956161865814592,1.3828096281231215,20.0,2021-08-06 00:20:00
273,0.2981673329325177,1.9082242034294483,24.0,21.785922283181208,1.6100568704969307,0.06892410439643704,1.3609455122626894,24.0,2021-08-06 00:30:00
274,1.9082242034294483,1.9082242034294483,13.0,8.219153400802892,5.840920242457234,0.08328801017144875,1.430224945531311,2.5,2021-08-06 00:40:00
275,0.2981673329325177,0.2981673329325177,14.5,11.08973834336628,7.5105359518371335,0.16786382116766238,1.3081312679063426,14.5,2021-08-06 00:50:00
276,0.2981673329325177,0.2981673329325177,36.5,32.458251351024686,1.6100568704969307,0.09874062510941554,1.535654101048557,36.5,2021-08-06 01:00:00
277,0.2981673329325177,0.2981673329325177,30.5,25.51915077557755,0.0,0.0761009334306203,1.5555901351273669,30.5,2021-08-06 01:10:00
278,0.2981673329325177,7.7491444458866825,4.0,3.3144408502360516,7.450977112954165,0.14676056972024185,1.599182146164532,0.0,2021-08-06 01:20:00
279,0.2981673329325177,1.9082242034294483,19.0,17.447537280234172,1.6100568704969307,0.32012460727867137,1.5246021274017412,18.5,2021-08-06 01:30:00
280,0.2981673329325177,0.2981673329325177,21.0,18.08051538328877,0.0,0.16029598560340577,1.563900581524118,20.5,2021-08-06 01:40:00
281,1.9082242034294483,1.9082242034294483,23.5,18.85421592264658,1.6100568704969307,0.20933553444030817,1.682753266603034,15.0,2021-08-06 01:50:00
282,0.2981673329325177,1.9082242034294483,24.5,21.217252754538308,1.6100568704969307,0.12938961385161904,1.6639457203323713,20.0,2021-08-06 02:00:00
283,0.2981673329325177,1.9082242034294483,25.0,24.076416297321526,1.6100568704969307,0.13054687211756785,1.8682793454426074,23.0,2021-08-06 02:10:00
284,0.2981673329325177,1.9082242034294483,18.0,15.749916728101795,1.6100568704969307,0.16486880364002626,1.8296144342161667,17.5,2021-08-06 02:20:00
285,1.9082242034294483,1.9082242034294483,19.5,14.067097664020952,0.0,0.19991959304963314,1.9386096788722853,6.5,2021-08-06 02:30:00
286,0.2981673329325177,0.2981673329325177,12.0,9.45016162145847,7.450977112954165,0.1949916260765685,1.742147980912865,12.0,2021-08-06 02:40:00
287,1.9082242034294483,1.9082242034294483,14.0,12.068032457181758,5.840920242457234,0.31534727323190165,1.3015123735224854,-32.0,2021-08-06 02:50:00
288,7.808703284769651,7.808703284769651,8.5,6.462927980447143,5.900479081340203,0.28779205081282305,1.0,-32.0,2021-08-06 03:00:00
289,7.7491444458866825,7.7491444458866825,7.0,7.0,0.0,0.20521857278664732,1.2857900155383464,-32.0,2021-08-06 03:10:00
290,0.2981673329325177,1.9082242034294483,17.5,13.574411492146012,7.450977112954165,0.259095542291621,1.2277119115899613,12.5,2021-08-06 03:20:00
291,0.2981673329325177,1.9082242034294483,19.0,16.696013716704478,1.6100568704969307,0.16298576416809982,1.4693129073105444,15.5,2021-08-06 03:30:00
292,0.2981673329325177,0.2981673329325177,19.0,14.935825500228203,7.450977112954165,0.09392561222071849,1.4717532470569676,19.0,2021-08-06 03:40:00
293,7.7491444458866825,7.7491444458866825,9.0,9.0,0.0,0.028257559503529848,1.0,-32.0,2021-08-06 03:50:00
294,7.7491444458866825,7.7491444458866825,8.5,8.5,0.0,0.0,1.0,-32.0,2021-08-06 04:00:00
295,7.7491444458866825,7.7491444458866825,6.5,6.5,0.0,0.0,1.0,-32.0,2021-08-06 04:10:00
296,0.2981673329325177,0.2981673329325177,29.0,24.63730273440276,1.5504277188026827,0.05126624411617248,1.175081940334983,29.0,2021-08-06 04:20:00
297,0.2981673329325177,0.2981673329325177,13.0,9.497166689052799,1.5504277188026827,0.09801066927600803,1.2267650209537815,13.0,2021-08-06 04:30:00
298,0.2981673329325177,0.2981673329325177,20.0,15.59059699111285,7.450977112954165,0.08055519973091156,1.2836876140505127,20.0,2021-08-06 04:40:00
299,0.2981673329325177,0.2981673329325177,24.0,18.832505666596457,7.450977112954165,0.08626355296880435,1.6760617665098216,24.0,2021-08-06 04:50:00
300,0.2981673329325177,0.3578007030467127,30.5,26.359162437684546,1.5504277188026827,0.05263930107254048,1.6010948963764335,29.0,2021-08-06 05:00:00
301,0.2981673329325177,0.2981673329325177,30.0,26.139644204592138,1.5504277188026827,0.06918077460351783,1.4143908079075385,30.0,2021-08-06 05:10:00
302,0.2981673329325177,1.8485950517352003,28.0,24.88002313255336,1.5504277188026827,0.07398384290081067,1.2281227638201704,26.5,2021-08-06 05:20:00
303,0.2981673329325177,1.8485950517352003,34.5,30.03993919808068,1.5504277188026827,0.10751091678095126,1.2428811127704453,31.5,2021-08-06 05:30:00
304,0.2981673329325177,0.3578007030467127,38.0,34.601144358043534,1.5504277188026827,0.12421782795070153,1.5840228844676496,38.0,2021-08-06 05:40:00
305,0.2981673329325177,1.8485950517352003,41.5,37.92529439491214,1.5504277188026827,0.11484478764380684,1.6519961962004956,41.5,2021-08-06 05:50:00
306,0.2981673329325177,1.9082242034294483,43.5,40.072209384567394,1.6100568704969307,0.1268031788859467,1.4050870629475956,41.0,2021-08-06 06:00:00
307,0.3578007030467127,1.8485950517352003,39.0,36.01048866713483,1.4907943486884876,0.3228379929878305,1.8146192485367896,38.0,2021-08-06 06:10:00
308,0.2981673329325177,1.9082242034294483,42.0,39.10447972562899,1.6100568704969307,0.0006851241891256175,1.5728057383001606,42.0,2021-08-06 06:20:00
309,0.3578007030467127,0.3578007030467127,41.5,36.85368582120559,1.5504235003827356,0.16479880416283987,1.6092725946056625,41.5,2021-08-06 06:30:00
310,0.3578007030467127,0.4770672766412093,30.0,26.645253253004157,1.5504235003827356,0.31434073579112826,1.4718641689094234,29.5,2021-08-06 06:40:00
311,0.2981673329325177,0.4770672766412093,23.5,19.357225875093217,0.1788999437086916,0.4928562343192893,1.7493883658135887,22.5,2021-08-06 06:50:00
312,0.2981673329325177,1.9082242034294483,34.5,31.173475785739463,1.6100568704969307,0.6015995443521774,1.4706486129281238,30.0,2021-08-06 07:00:00
313,0.2981673329325177,1.9082242034294483,39.0,36.1127892393223,1.6100568704969307,0.47956218479051493,2.0907019330733245,39.0,2021-08-06 07:10:00
314,0.2981673329325177,1.9082242034294483,33.0,30.229341765356928,1.6100568704969307,0.6420119568064008,2.073585844742455,31.5,2021-08-06 07:20:00
315,0.2981673329325177,1.9082242034294483,29.0,25.94084379655008,1.6100568704969307,0.31129892440724316,1.606256070587505,28.0,2021-08-06 07:30:00
316,0.2981673329325177,0.2981673329325177,31.0,27.297170897668195,1.6100568704969307,129.0684554138112,1.7651787793996672,31.0,2021-08-06 07:40:00
317,0.2981673329325177,0.2981673329325177,27.0,23.072752549250538,1.6100568704969307,0.21331501912726133,1.5043316575848211,27.0,2021-08-06 07:50:00
318,0.2981673329325177,1.9082242034294483,24.0,20.75853676137077,7.629650175599663,0.2312399152150926,1.471648542510226,19.0,2021-08-06 08:00:00
319,0.2981673329325177,1.9082242034294483,24.5,21.20151633452015,1.6100568704969307,0.4098297130302319,1.91434107205244,21.5,2021-08-06 08:10:00
320,0.2981673329325177,2.325619916284188,23.5,21.13276565155493,2.0274525833516703,6.107691676262676,1.476499824375311,23.5,2021-08-06 08:20:00
321,0.2981673329325177,0.2981673329325177,21.0,18.45352767254795,1.6100568704969307,0.10290394744791685,1.3018957738037884,21.0,2021-08-06 08:30:00
322,0.2981673329325177,7.7491444458866825,14.5,13.012721667849767,7.450977112954165,0.12695395020390596,1.3792913150543402,11.5,2021-08-06 08:40:00
323,0.2981673329325177,1.9082242034294483,21.0,19.448421664732702,1.6100568704969307,0.11659757705148992,1.1903386882453848,20.5,2021-08-06 08:50:00
324,0.41743402053967205,2.2063655769137767,22.0,17.08444317996204,1.908198243981259,0.12695395020390596,1.3970633038923441,15.5,2021-08-06 09:00:00
325,0.2981673329325177,0.3578007030467127,23.0,22.01719468318569,1.6100568704969307,0.1492603547896915,1.4478753701552558,23.0,2021-08-06 09:10:00
326,0.3578007030467127,1.9082242034294483,19.0,15.54112459919547,1.5504235003827356,0.1577385376446047,1.936159552801259,19.0,2021-08-06 09:20:00
327,1.9082242034294483,1.9082242034294483,15.5,11.926868167073518,7.450977112954165,0.9666502317460551,1.4647133985592233,10.0,2021-08-06 09:30:00
328,0.2981673329325177,1.9082242034294483,14.0,12.901488643920587,7.450977112954165,0.6131257404865695,1.8047097368086389,12.5,2021-08-06 09:40:00
329,0.2981673329325177,1.9082242034294483,13.0,9.556865952188451,7.450977112954165,0.18013647103851746,1.4437509303585887,8.0,2021-08-06 09:50:00
330,0.2981673329325177,1.9082242034294483,17.5,16.746596928048326,1.6100568704969307,1.2292537949090525,1.5220539951843695,15.5,2021-08-06 10:00:00
331,0.2981673329325177,1.9082242034294483,19.0,17.359778882995172,1.6100568704969307,0.5654824790215901,1.7097285336871053,18.0,2021-08-06 10:10:00
332,0.41743402053967205,1.9082242034294483,17.0,13.335339600955887,1.6100568704969307,1.1370000168929468,1.4739093188898142,11.0,2021-08-06 10:20:00
333,0.2981673329325177,1.9082242034294483,24.5,21.786248358200293,1.6100568704969307,0.7759487197464615,1.9295095269371518,20.0,2021-08-06 10:30:00
334,0.2981673329325177,1.9082242034294483,20.5,18.22154221295977,1.6100568704969307,0.7669536774671762,1.53861689701895,18.5,2021-08-06 10:40:00
335,0.2981673329325177,1.9082242034294483,20.5,19.815157261820392,1.6100568704969307,0.7019270272767502,2.007512726726621,18.0,2021-08-06 10:50:00
336,0.2907131584051093,1.9082242034294483,22.5,20.62438898278881,1.617511045024339,502.64901324697166,1.3129515586744764,19.0,2021-08-06 11:00:00
337,0.2981673329325177,1.9082242034294483,24.0,22.63976520486287,1.6100568704969307,99.91526992508828,1.4576681919216954,22.0,2021-08-06 11:10:00
338,0.2981673329325177,1.9082242034294483,19.0,18.69156164294318,1.6100568704969307,0.1942807105514305,1.3227364393194423,18.0,2021-08-06 11:20:00
339,1.9082242034294483,1.9082242034294483,19.5,16.506201973954077,1.6100568704969307,6.725160703875115,1.3209287119344377,14.0,2021-08-06 11:30:00
340,0.2981673329325177,1.9082242034294483,21.0,20.017194683185693,1.6100568704969307,4.754622823809351,1.3555695558129022,18.0,2021-08-06 11:40:00
341,0.2981673329325177,1.9082242034294483,23.5,21.28512284029163,1.6100568704969307,4.834938117569774,1.3314692742465415,19.0,2021-08-06 11:50:00
342,0.2981673329325177,1.9082242034294483,22.0,20.73322893798042,1.6100568704969307,6.181240644933765,1.3152688719375194,21.0,2021-08-06 12:00:00
343,0.2981673329325177,0.2981673329325177,8.5,6.050536363744592,7.450977112954165,5.634354782082131,1.2791815013189858,8.5,2021-08-06 12:10:00
344,7.7491444458866825,7.7491444458866825,6.0,6.0,0.0,0.055819789460905246,1.0,-32.0,2021-08-06 12:20:00
345,0.2981673329325177,1.9082242034294483,21.5,17.269740214405232,1.6100568704969307,2.797667309059497,1.3216383061420631,16.5,2021-08-06 12:30:00
346,0.2981673329325177,0.2981673329325177,30.5,27.806080560011075,1.6100568704969307,0.8709581724528844,1.2010678337629361,30.5,2021-08-06 12:40:00
347,0.2981673329325177,0.2981673329325177,12.5,8.595826294795984,7.629650175599663,0.08648645796334115,1.150919902251875,12.5,2021-08-06 12:50:00
348,0.2981673329325177,0.2981673329325177,12.5,9.20664127056625,0.0,0.10290394744791685,1.0960870462903598,12.5,2021-08-06 13:00:00
349,0.2981673329325177,0.2981673329325177,6.0,6.0,0.0,0.0941683159740232,1.0444424404899746,6.0,2021-08-06 13:10:00
350,0.2981673329325177,1.9082242034294483,15.0,12.194904254611654,1.6100568704969307,0.11645910502809344,1.3896202036692482,6.0,2021-08-06 13:20:00
351,-1.0,-1.0,,,0.0,0.1252769117772148,1.0,-32.0,2021-08-06 13:30:00
352,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 13:40:00
353,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 13:50:00
354,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 14:00:00
355,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 14:10:00
356,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 14:20:00
357,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 14:30:00
358,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 14:40:00
359,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 14:50:00
360,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 15:00:00
361,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 15:10:00
362,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 15:20:00
363,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 15:30:00
364,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 15:40:00
365,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 15:50:00
366,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 16:00:00
367,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 16:10:00
368,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 16:20:00
369,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 16:30:00
370,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 16:40:00
371,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 16:50:00
372,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 17:00:00
373,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 17:10:00
374,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 17:20:00
375,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 17:30:00
376,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 17:40:00
377,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 17:50:00
378,0.2981673329325177,0.2981673329325177,12.5,12.5,0.0,0.1942807105514305,1.0,-32.0,2021-08-06 18:00:00
379,-1.0,-1.0,,,0.0,0.16874278086938277,1.0,-32.0,2021-08-06 18:10:00
380,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 18:20:00
381,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 18:30:00
382,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 18:40:00
383,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 18:50:00
384,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 19:00:00
385,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 19:10:00
386,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 19:20:00
387,0.2981673329325177,0.3578007030467127,11.0,10.75719160794206,0.059633370114195006,0.1866933657071018,1.2613071051124392,10.5,2021-08-06 19:30:00
388,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 19:40:00
389,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 19:50:00
390,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 20:00:00
391,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 20:10:00
392,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 20:20:00
393,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 20:30:00
394,-1.0,-1.0,,,0.0,0.18601944626185266,1.0,-32.0,2021-08-06 20:40:00
395,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 20:50:00
396,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 21:00:00
397,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 21:10:00
398,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 21:20:00
399,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 21:30:00
400,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 21:40:00
401,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 21:50:00
402,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 22:00:00
403,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 22:10:00
404,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 22:20:00
405,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 22:30:00
406,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 22:40:00
407,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 22:50:00
408,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 23:00:00
409,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 23:10:00
410,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 23:20:00
411,-1.0,-1.0,,,0.0,0.0,1.0,-32.0,2021-08-06 23:30:00
